3.124729712488952416e+01,-1.084716319176822026e+02,2.763351759840148247e+01,-1.038734271404535008e+02,-2.248807651405331001e+02,7.429016874722573505e+01,-7.377457963970566368e+01,4.539152172801298235e+00,1.017214203493529254e+02,-6.836824408747138193e+01,1.096471851064782328e+02,1.509531734781747048e+01
-2.330872640400782103e+01,-2.357410545395930512e+01,3.504585689328028053e+01,-5.383620529815664213e+01,-1.192702856568576664e+02,1.486307812642689896e+01,-1.795235023961791043e+01,8.051738279049757807e+00,1.533939018188041103e+01,-1.928602766502184451e+01,3.701572530283519313e+01,5.171310476576684323e+01
3.751345734552817390e+01,-1.229147363532825921e+02,1.414435910712979449e+01,-1.158951802031572669e+02,-2.231489271293617946e+02,8.113240297560935232e+01,-7.978339392212400583e+01,1.006906639903801448e+01,1.268504625139044322e+02,-5.382858296364832285e+01,1.053938083431065991e+02,-1.393480717651287470e+01
-3.299813907904415800e+01,-2.631367364562629430e+00,4.506032377540034872e+01,-4.505875196544547379e+01,-1.098998216008543949e+02,-2.271174190066047061e+01,-2.587860733851561079e+01,-1.992895400575712461e+00,1.989681996254798912e+00,1.350011878566883006e+01,4.464395088529424527e+01,6.956062062509325017e+01
-6.739979668562495974e+00,-5.830260720607591196e+01,2.863729704160948941e+01,-7.942441427253778841e+01,-1.631712151869585909e+02,3.043301848578142099e+01,-4.549137614790058848e+01,3.658807860146402469e+00,7.426750666944744239e+01,-3.442878684989992610e+00,7.017671732838248033e+01,2.615630135364236253e+01
-9.060378303742952610e+00,-2.144323000100617449e+01,1.632826517821392187e+01,-7.622300068861184741e+01,-1.177243980214051930e+02,4.702653489072652349e+00,-4.282032669561060345e+01,-2.291159953810749883e+01,1.170332725844538402e+01,2.361588401513630942e+01,6.141062482954996682e+01,3.005055382220400162e+01
-3.973297944741268140e+01,-1.954114437175594432e+01,5.275694277749286698e+01,-3.725465611726949078e+01,-1.082661824985258647e+02,-2.008936730844216711e+01,-3.648491357649853484e+01,1.247137143012677996e+01,3.384053850074680270e+01,1.075485249173059188e+01,8.634801062174680908e+00,2.199270006383645182e+01
2.210066511101185682e+01,-8.608587054727058785e+01,4.888115562182003515e+01,-8.662045656775445934e+01,-2.247975474741186019e+02,3.244440742521569376e+01,-9.187693518707818896e+01,-2.015484102111062370e+01,7.702067114791249480e+01,-6.036839058531359115e+01,1.090726258928456645e+02,2.685896208865094081e+01
2.661122551362877786e+01,-1.118413884159204343e+02,1.449623000457946809e+01,-1.087511370575977310e+02,-2.075507230416262701e+02,6.463933999335333169e+01,-7.258456598895054412e+01,2.546932358888586734e+01,1.388707206059910959e+02,-3.559745340905475075e+01,1.062910844913941446e+02,9.506502401490471987e-01
1.848447836012641332e+01,-9.411098875410665698e+01,-2.459269111285709020e+00,-1.110340799829586729e+02,-1.713237949873003743e+02,8.726234161823185786e+01,-4.867745314762485975e+01,1.135693032479825249e+01,1.103387521721129048e+02,-2.480825340659097478e+01,7.597193377493044864e+01,-7.297080683881927321e+00
